File name: LAI_Global_Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Associated  documentation: A Global Database of Field-observed Leaf Area Index in Woody Plant Species, 1932-2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing numeric values are represented by -9999. Missing text fields are blank cells. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference_number,Publication_year,Overstory_LAI_Original,Understory_LAI_Original,Total_LAI_Original,Source,Definition_overstory,Definition_understory,Definition_total,Conversion_factor_overstory,Conversion_factor_understory,Conversion_factor_total,Overstory_LAI_HSA,Understory_LAI_HSA,Total_LAI_HSA,Element_clumping_index_overstory,Element_clumping_index_total,Needle_clumping_index_overstory,Needle_clumping_index_total,Corrected_overstory_LAI_HSA,Corrected_total_LAI_HSA,Method,Method2,Notes_Method,MAT,MAP,Stand_age,Stand_age2,Dominant_species,PFT1,PFT2,PFT3,PFT4,Vegetation_status,Country,Location,Site,Latitude,Longitude,Altitude,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,1959,4.1,-9999,4.1,T5,PA,,PA,1,-9999,1,4.1,-9999,4.1,1,1,1,1,4.1,4.1,D,Allometry,,,,46,,Betula verrucosa,TREE,ANGIO,BROAD,DECID,Natural,UK,Holme Fen Nature Reserve,,52.48333333,-0.25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,1959,5.9,-9999,5.9,T5,PA,,PA,1,-9999,1,5.9,-9999,5.9,1,1,1,1,5.9,5.9,D,Allometry,,,,53,,Betula verrucosa,TREE,ANGIO,BROAD,DECID,Natural,UK,Holme Fen Nature Reserve,,52.48333333,-0.25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,1959,6.5,-9999,6.5,T5,PA,,PA,1,-9999,1,6.5,-9999,6.5,1,1,1,1,6.5,6.5,D,Allometry,,,,55,,Betula verrucosa,TREE,ANGIO,BROAD,DECID,Natural,UK,Holme Fen Nature Reserve,,52.48333333,-0.25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1957,5.98,-9999,5.98,T9,TSA,,TSA,0.5,-9999,0.5,2.99,-9999,2.99,1,1,1,1,2.99,2.99,D,Allometry,,,,11,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,UK,Near Brandon,Thetford Chase state forest,52.45,0.616666667,50,Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1957,6.94,-9999,6.94,T9,TSA,,TSA,0.5,-9999,0.5,3.47,-9999,3.47,1,1,1,1,3.47,3.47,D,Allometry,,,,14,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,UK,Near Brandon,Thetford Chase state forest,52.45,0.616666667,50,Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1957,9.28,-9999,9.28,T9,TSA,,TSA,0.5,-9999,0.5,4.64,-9999,4.64,1,1,1,1,4.64,4.64,D,Allometry,,,,17,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Plantation,UK,Near Brandon,Thetford Chase state forest,52.45,0.616666667,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1957,10.79,-9999,10.79,T9,TSA,,TSA,0.5,-9999,0.5,5.4,-9999,5.4,1,1,1,1,5.4,5.4,D,Allometry,,,,20,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Plantation,UK,Near Brandon,Thetford Chase state forest,52.45,0.616666667,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1957,5.25,-9999,5.25,T9,TSA,,TSA,0.5,-9999,0.5,2.63,-9999,2.63,1,1,1,1,2.63,2.63,D,Allometry,,,,23,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Plantation,UK,Near Brandon,Thetford Chase state forest,52.45,0.616666667,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1957,8.55,-9999,8.55,T9,TSA,,TSA,0.5,-9999,0.5,4.28,-9999,4.28,1,1,1,1,4.28,4.28,D,Allometry,,,,31,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Plantation,UK,Near Brandon,Thetford Chase state forest,52.45,0.616666667,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1957,10.14,-9999,10.14,T9,TSA,,TSA,0.5,-9999,0.5,5.07,-9999,5.07,1,1,1,1,5.07,5.07,D,Allometry,,,,35,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Plantation,UK,Near Brandon,Thetford Chase state forest,52.45,0.616666667,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1957,7.47,-9999,7.47,T9,TSA,,TSA,0.5,-9999,0.5,3.74,-9999,3.74,1,1,1,1,3.74,3.74,D,Allometry,,,,55,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Plantation,UK,Near Brandon,Thetford Chase state forest,52.45,0.616666667,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1957,14.21,-9999,14.21,T9,TSA,,TSA,0.5,-9999,0.5,7.11,-9999,7.11,1,1,1,1,7.11,7.11,D,Allometry,,,,11,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,UK,Near Brandon,Thetford Chase state forest,52.45,0.616666667,50,Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1957,4.72,-9999,4.72,T9,TSA,,TSA,0.5,-9999,0.5,2.36,-9999,2.36,1,1,1,1,2.36,2.36,D,Allometry,,,,14,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,UK,Near Brandon,Thetford Chase state forest,52.45,0.616666667,50,Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1957,14.73,-9999,14.73,T9,TSA,,TSA,0.5,-9999,0.5,7.37,-9999,7.37,1,1,1,1,7.37,7.37,D,Allometry,,,,31,,Pinus nigra,TREE,GYMNO,CONIF,EVER,Plantation,UK,Near Brandon,Thetford Chase state forest,52.45,0.616666667,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1981,17.2,-9999,17.2,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,17.2,-9999,17.2,1,1,1,1,17.2,17.2,D,Destructive,,,,40,,Tectona grandis,TREE,ANGIO,BROAD,S-DECID,Plantation,India,Gorakhpur,Teak40,27,83.8833,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1981,13.4,-9999,13.4,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,13.4,-9999,13.4,1,1,1,1,13.4,13.4,D,Destructive,,,,40,,Shorea robusta,TREE,ANGIO,BROAD,S-DECID,Plantation,India,Gorakhpur,Sal40,27,83.8833,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1981,11.4,-9999,11.4,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,11.4,-9999,11.4,1,1,1,1,11.4,11.4,D,Destructive,,,,30,,Shorea robusta,TREE,ANGIO,BROAD,S-DECID,Plantation,India,Gorakhpur,Sal30,27,83.8833,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1981,17.4,-9999,17.4,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,17.4,-9999,17.4,1,1,1,1,17.4,17.4,D,Destructive,,,,30,,Tectona grandis,TREE,ANGIO,BROAD,S-DECID,Plantation,India,Gorakhpur,Teak30,27,83.8833,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1981,11.5,-9999,11.5,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,11.5,-9999,11.5,1,1,1,1,11.5,11.5,D,Destructive,,,,26,,Tectona grandis,TREE,ANGIO,BROAD,S-DECID,Plantation,India,Gorakhpur,Teak26,27,83.8833,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1981,10.6,-9999,10.6,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,10.6,-9999,10.6,1,1,1,1,10.6,10.6,D,Destructive,,,,14,,Tectona grandis,TREE,ANGIO,BROAD,S-DECID,Plantation,India,Gorakhpur,Teak14,27,83.8833,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1981,14.6,-9999,14.6,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,14.6,-9999,14.6,1,1,1,1,14.6,14.6,D,Destructive,,,,8,,Tectona grandis,TREE,ANGIO,BROAD,S-DECID,Plantation,India,Gorakhpur,Teak8,27,83.8833,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,1981,8.51,-9999,8.51,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,8.51,-9999,8.51,1,1,1,1,8.51,8.51,D,Destructive,,27.5,1158.1,38,,Shorea robusta,TREE,ANGIO,BROAD,S-DECID,Plantation,India,Gorakhpur,Sal38,27,83.5,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,1981,14.02,-9999,14.02,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,14.02,-9999,14.02,1,1,1,1,14.02,14.02,D,Destructive,,27.5,1158.1,35,,Shorea robusta,TREE,ANGIO,BROAD,S-DECID,Plantation,India,Gorakhpur,Sal35,27,83.5,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,1981,11.66,-9999,11.66,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,11.66,-9999,11.66,1,1,1,1,11.66,11.66,D,Destructive,,27.5,1158.1,28,,Shorea robusta,TREE,ANGIO,BROAD,S-DECID,Plantation,India,Gorakhpur,Sal28,27,83.5,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1969,4.5,-9999,4.5,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,4.5,-9999,4.5,1,1,1,1,4.5,4.5,D,Destructive,Clear felled,12.4,987,150,,Quercus ilex,TREE,ANGIO,BROAD,EVER,Not described,France,Rouquet,,43.7,3.766666667,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,1970,6,-9999,6,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,6,-9999,6,1,1,1,1,6,6,D,Destructive,Regression method,,844,60,,Shorea robusta,TREE,ANGIO,BROAD,S-DECID,Natural,India,"Chakia Forest, Varanasi",,25.33333333,83,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1969,9,-9999,9,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,9,-9999,9,1,1,1,1,9,9,D,Allometry,,26.2,2095,,M,Turreanthus africana,TREE,ANGIO,BROAD,EVER,Natural,Cote d'Ivoire,Banco coast,,5.383333333,-4.033333333,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1969,9,-9999,9,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,9,-9999,9,1,1,1,1,9,9,D,Allometry,,,1739,,M,Dacryodes klaineana,TREE,ANGIO,BROAD,EVER,Natural,Cote d'Ivoire,Yapo coast,,5.7,-4.1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,1977,4.24,2.44,6.68,T7.1-1,PA,PA,PA,1.15,1,-9999,4.88,2.44,7.32,1,1,1,1,4.88,7.32,D,Allometry,Basal area allocation,10.2,1806,39,,Larix leptolepis,TREE,GYMNO,CONIF,DECID,Plantation,Japan,"Koiwai (JPTF-66), Morioka, Iwate Pref.",,39.75,141.1333333,360,Understory LAI = Broadleaf saplings (0.85) + Shrub (0.37) + Herbaceous (1.22),,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,1969,4.3,1,5.3,"Database (Reichle et al. 1981, Cannell 1982)",PA,PA,PA,1.15,1,-9999,4.95,1,5.95,1,1,1,1,4.95,5.95,D,Allometry,,13.6,2748,281.5,,Tsuga sieboldii,TREE,GYMNO,CONIF,EVER,Natural,Japan,Kubotaniyama-70,,33.33333333,133,720,Total LAI in T7.4-5 of Ando et al. JIBP synthesis (1977) = 7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,1969,5.4,1.3,6.7,"Database (Reichle et al. 1981, Cannell 1982)",PA,PA,PA,1.15,1,-9999,6.21,1.3,7.51,1,1,1,1,6.21,7.51,D,Allometry,,13.6,2748,121,,Abies firma,TREE,GYMNO,CONIF,EVER,Natural,Japan,Takatoriyama-71,,33.33333333,133,420,Total LAI in T7.4-4 of Ando et al. JIBP synthesis (1977) = 9.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,1974,5.2,-9999,5.2,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,5.2,-9999,5.2,1,1,1,1,5.2,5.2,D,Allometry,,8.6,780,140,,Quercus patraea,TREE,ANGIO,BROAD,DECID,Not described,Netherlands,Meerdink,,51.91666667,6.7,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1974,4.72,-9999,4.72,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,4.72,-9999,4.72,1,1,1,1,4.72,4.72,D,Allometry,,7.8,729.4,100,,Quercus robur,TREE,ANGIO,BROAD,DECID,Natural,Poland,"Ispina, Niepolomice",,50.1,20.36666667,180,Under slight influence of air pollution,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,1971,2.54,-9999,2.54,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,2.54,-9999,2.54,1,1,1,1,2.54,2.54,D,Litter trap,,10.6,480,37,,Quercus pubescens,TREE,ANGIO,BROAD,DECID,Not described,Rumania,Babadag#1,,44.9,28.71666667,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,1971,3.43,-9999,3.43,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,3.43,-9999,3.43,1,1,1,1,3.43,3.43,D,Litter trap,,10.2,500,37,,Quercus pedunculiflora,TREE,ANGIO,BROAD,DECID,Not described,Rumania,Babadag#2,,44.9,28.71666667,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,1972,5.4,-9999,5.4,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,5.4,-9999,5.4,1,1,1,1,5.4,5.4,D,Allometry,,7.5,644,125,,Quercus robur,TREE,ANGIO,BROAD,DECID,Natural,Sweden,"Linnebjar wood, near Lund",,55.73333333,13.3,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,1973,3.2,-9999,3.2,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,3.2,-9999,3.2,1,1,1,1,3.2,3.2,D,Allometry,,6,900,100,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,Sweden,Langarod,,55.98333333,13.16666667,150,Secondary succesional stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,1974,4.3,-9999,4.3,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,4.3,-9999,4.3,1,1,1,1,4.3,4.3,D,Allometry,,7,650,80,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,Sweden,Oved,,55.7,13.63333333,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1972,5.88,-9999,5.88,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,5.88,-9999,5.88,1,1,1,1,5.88,5.88,D,Litter trap,,6.1,1063,122,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,Germany,Solling,B1,51.81666667,9.583333333,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1972,6.72,-9999,6.72,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,6.72,-9999,6.72,1,1,1,1,6.72,6.72,D,Litter trap,,6.1,1063,80,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,Germany,Solling,B3,51.75,9.566666667,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1972,6.51,-9999,6.51,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1,-9999,1,6.51,-9999,6.51,1,1,1,1,6.51,6.51,D,Litter trap,,6.3,1063,59,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,Germany,Solling,B4,51.75,9.6,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,1970,4.5,0.8,5.3,"Database (Reichle et al. 1981, Cannell 1982)",PA,PA,PA,1,1,1,4.5,0.8,5.3,1,1,1,1,4.5,5.3,D,Allometry,,7.8,1115,80,,"Quercus petraea, Quercus robur",TREE,ANGIO,BROAD,DECID,Not described,UK              ,"Meathop, Cumbria",,54.20833333,-2.891666667,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1972,3.4,0.39,3.79,T2,PA,PA,PA,1,1,1,3.4,0.39,3.79,1,1,1,1,3.4,3.79,D,Allometry,,9.8,1240,43,,"Quercus alba, Quercus coccinea",TREE,ANGIO,BROAD,DECID,Natural,USA             ,"Brookhaven, New York",,40.83333333,-72.9,0,Late successional forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1974,17.8,-9999,17.8,"T4, Text",TSA,,TSA,0.5,-9999,0.5,8.9,-9999,8.9,1,1,1,1,8.9,8.9,D,Allometry,Phenological observation for seasonal pattern of LAI,13.6,1628,15,,Pinus strobus,TREE,GYMNO,CONIF,EVER,Plantation,USA             ,"Coweeta, Franklin, North Carolina",,35.06666667,-83.43333333,706,Minimum LAI in February = 9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1973,5.25,-9999,5.25,"Database (Reichle et al. 1981, Cannell 1982)",PA,,PA,1.4,-9999,1.4,7.35,-9999,7.35,1,1,1,1,7.35,7.35,D,Allometry,,15.6,1150,15,,Pinus taeda,TREE,GYMNO,CONIF,EVER,Plantation,USA             ,"Saxapahaw, NC",Triangle site,36,-79,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1972,12.5,-9999,12.5,Database (Reichle et al. 1981),PA,,PA,1.15,-9999,1.15,14.38,-9999,14.38,1,1,1,1,14.38,14.38,D,Allometry,,8.5,2250,450,,Pseudotsuga menziesii,TREE,GYMNO,CONIF,EVER,Natural,USA             ,"Watershed 10 of Andrews Exp. Forest, OR",,44.25,-122.3333333,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1975,5.1,-9999,5.1,Database (Reichle et al. 1981),PA,,PA,1,-9999,1,5.1,-9999,5.1,1,1,1,1,5.1,5.1,D,Allometry,,13.3,1400,50,,Liriodendron tulipifera,TREE,ANGIO,BROAD,DECID,Natural,USA             ,"Oak Ridge, Tennessee",,33.91666667,-81.28333333,225,Second growth mesic forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,1972,3.47,-9999,3.47,Database (Reichle et al. 1981),PA,,PA,1,-9999,1,3.47,-9999,3.47,1,1,1,1,3.47,3.47,D,Destructive,Clear felled,20.3,1273,120,,Marquesia macroura,TREE,ANGIO,BROAD,S-DECID,Natural,Congo (D.R.),Lubumbashi,Miombo woodland,-11.48333333,27.6,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1997,2.12,-9999,2.12,T2,PA,,PA,1,-9999,1,2.12,-9999,2.12,1,1,1,1,2.12,2.12,D,Destructive,,,125,,,Atriplex confertifolia,SHRUB,ANGIO,BROAD,EVER,Natural,USA,"Owens Valley, CA",,36.5,-118,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1997,2.82,-9999,2.82,T2,PA,,PA,1,-9999,1,2.82,-9999,2.82,1,1,1,1,2.82,2.82,D,Destructive,,,125,,,Atriplex lentiformis (Torr.),SHRUB,ANGIO,BROAD,EVER,Natural,USA,"Owens Valley, CA",,36.5,-118,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1997,2.99,-9999,2.99,T2,PA,,PA,1,-9999,1,2.99,-9999,2.99,1,1,1,1,2.99,2.99,D,Destructive,,,125,,,Atriplex canescens,SHRUB,ANGIO,BROAD,EVER,Natural,USA,"Owens Valley, CA",,36.5,-118,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1997,2.22,-9999,2.22,T2,PA,,PA,1,-9999,1,2.22,-9999,2.22,1,1,1,1,2.22,2.22,D,Destructive,,,125,,,Sarcobatus vermiculatus,SHRUB,ANGIO,BROAD,S-DECID,Natural,USA,"Owens Valley, CA",,36.5,-118,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1997,2.02,-9999,2.02,T2,PA,,PA,1,-9999,1,2.02,-9999,2.02,1,1,1,1,2.02,2.02,D,Destructive,,,125,,,Chrysothamnus consimilis,SHRUB,ANGIO,BROAD,S-DECID,Natural,USA,"Owens Valley, CA",,36.5,-118,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1997,1.25,-9999,1.25,T2,PA,,PA,1,-9999,1,1.25,-9999,1.25,1,1,1,1,1.25,1.25,D,Destructive,,,125,,,Artemesia tridentata,SHRUB,ANGIO,BROAD,EVER,Natural,USA,"Owens Valley, CA",,36.5,-118,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1978,5,-9999,5,T1,PA,,PA,1,-9999,1,5,-9999,5,1,1,1,1,5,5,D,Allometry,,5.3,800,50,,Populus tremuloides,TREE,ANGIO,BROAD,DECID,Natural,USA,"Enterprise, WI",Aspen,45.5,-89.33333333,600,Secondary forest established after logging and fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1978,4.9,-9999,4.9,T1,PA,,PA,1,-9999,1,4.9,-9999,4.9,1,1,1,1,4.9,4.9,D,Allometry,,5.3,800,50,,"Populus tremuloides, Betula papyrifera, Acer rubrum",TREE,ANGIO,BROAD,DECID,Natural,USA,"Enterprise, WI",Aspen-maple-birch,45.5,-89.33333333,600,Secondary forest established after logging and fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1978,5.5,-9999,5.5,T1,PA,,PA,1,-9999,1,5.5,-9999,5.5,1,1,1,1,5.5,5.5,D,Allometry,,5.3,800,50,,"Populus tremuloides, Betula papyrifera, Acer rubrum. Acer saccharum",TREE,ANGIO,BROAD,DECID,Natural,USA,"Enterprise, WI",Maple-birch-aspen,45.5,-89.33333333,600,Secondary forest established after logging and fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1998,2.8,-9999,2.8,T4,PA,,PA,1,-9999,1,2.8,-9999,2.8,1,1,1,1,2.8,2.8,D,Litter trap,,,,90,,"Quercus prinus, Cornus florida, Quercus alba",TREE,ANGIO,BROAD,DECID,Natural,USA,"Hoosier National Forest, Indiana",Dry ridge,38.94,-86.37,-9999,Originated from heavy cutting and agricultural abandonment in 60-120 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1998,3.4,-9999,3.4,T4,PA,,PA,1,-9999,1,3.4,-9999,3.4,1,1,1,1,3.4,3.4,D,Litter trap,,,,90,,"Quercus alba, Cornus florida",TREE,ANGIO,BROAD,DECID,Natural,USA,"Hoosier National Forest, Indiana",Dry-mesic rdge,38.94,-86.37,-9999,Originated from heavy cutting and agricultural abandonment in 60-120 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1998,2.6,-9999,2.6,T4,PA,,PA,1,-9999,1,2.6,-9999,2.6,1,1,1,1,2.6,2.6,D,Litter trap,,,,90,,"Quercus prinus, Cornus florida, Quercus alba",TREE,ANGIO,BROAD,DECID,Natural,USA,"Hoosier National Forest, Indiana","Dry slope, Upper",38.94,-86.37,-9999,Originated from heavy cutting and agricultural abandonment in 60-120 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1998,2.9,-9999,2.9,T4,PA,,PA,1,-9999,1,2.9,-9999,2.9,1,1,1,1,2.9,2.9,D,Litter trap,,,,90,,"Quercus prinus, Cornus florida, Quercus velutina",TREE,ANGIO,BROAD,DECID,Natural,USA,"Hoosier National Forest, Indiana","Dry slope, Middle",38.94,-86.37,-9999,Originated from heavy cutting and agricultural abandonment in 60-120 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1998,3,-9999,3,T4,PA,,PA,1,-9999,1,3,-9999,3,1,1,1,1,3,3,D,Litter trap,,,,90,,"Acer saccharum, Quercus prinus, Cornus florida",TREE,ANGIO,BROAD,DECID,Natural,USA,"Hoosier National Forest, Indiana","Dry slope, Lower",38.94,-86.37,-9999,Originated from heavy cutting and agricultural abandonment in 60-120 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1998,3,-9999,3,T4,PA,,PA,1,-9999,1,3,-9999,3,1,1,1,1,3,3,D,Litter trap,,,,90,,"Quercus alba, Quercus velutina, Fagus grandifolia",TREE,ANGIO,BROAD,DECID,Natural,USA,"Hoosier National Forest, Indiana","Dry-mesic slope, Upper",38.94,-86.37,-9999,Originated from heavy cutting and agricultural abandonment in 60-120 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1998,3.3,-9999,3.3,T4,PA,,PA,1,-9999,1,3.3,-9999,3.3,1,1,1,1,3.3,3.3,D,Litter trap,,,,90,,"Quercus alba, Acer rubrum, Fagus grandifolia, Quercus velutina",TREE,ANGIO,BROAD,DECID,Natural,USA,"Hoosier National Forest, Indiana","Dry-mesic slope, Middle",38.94,-86.37,-9999,Originated from heavy cutting and agricultural abandonment in 60-120 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1998,3,-9999,3,T4,PA,,PA,1,-9999,1,3,-9999,3,1,1,1,1,3,3,D,Litter trap,,,,90,,"Fagus grandifolia, Acer saccharum",TREE,ANGIO,BROAD,DECID,Natural,USA,"Hoosier National Forest, Indiana","Dry-mesic slope, Lower",38.94,-86.37,-9999,Originated from heavy cutting and agricultural abandonment in 60-120 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1998,4.4,-9999,4.4,T4,PA,,PA,1,-9999,1,4.4,-9999,4.4,1,1,1,1,4.4,4.4,D,Litter trap,,,,90,,"Fagus grandifolia, Acer saccharum",TREE,ANGIO,BROAD,DECID,Natural,USA,"Hoosier National Forest, Indiana","Mesic slope, Upper",38.94,-86.37,-9999,Originated from heavy cutting and agricultural abandonment in 60-120 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1998,4,-9999,4,T4,PA,,PA,1,-9999,1,4,-9999,4,1,1,1,1,4,4,D,Litter trap,,,,90,,"Fagus grandifolia, Acer saccharum, Quercus velutina, Cornus florida",TREE,ANGIO,BROAD,DECID,Natural,USA,"Hoosier National Forest, Indiana","Mesic slope, Middle",38.94,-86.37,-9999,Originated from heavy cutting and agricultural abandonment in 60-120 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1998,3.9,-9999,3.9,T4,PA,,PA,1,-9999,1,3.9,-9999,3.9,1,1,1,1,3.9,3.9,D,Litter trap,,,,90,,"Fagus grandifolia, Acer saccharum",TREE,ANGIO,BROAD,DECID,Natural,USA,"Hoosier National Forest, Indiana","Mesic slope, Lower",38.94,-86.37,-9999,Originated from heavy cutting and agricultural abandonment in 60-120 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,
